,Unnamed: 0,IPI,MTT,Import,Export,BalCom,Pib1,Pib2,ref,ouverture,cloture,ref.1,ouverture.1,cloture.1,ref.2,ouverture.2,cloture.2,ref.3,ouverture.3,cloture.3,ref.4,ouverture.4,cloture.4,ref.5,ouverture.5,cloture.5,ref.6,ouverture.6,cloture.6,ref.7,ouverture.7,cloture.7,ref.8,ouverture.8,cloture.8,ref.9,ouverture.9,cloture.9,ref.10,ouverture.10,cloture.10,ref.11,ouverture.11,cloture.11,ref.12,ouverture.12,cloture.12,ref.13,ouverture.13,cloture.13,ref.14,ouverture.14,cloture.14,ref.15,ouverture.15,cloture.15,ref.16,ouverture.16,cloture.16,ref.17,ouverture.17,cloture.17,ref.18,ouverture.18,cloture.18,ref.19,ouverture.19,cloture.19,ref.20,ouverture.20,cloture.20,ref.21,ouverture.21,cloture.21,ref.22,ouverture.22,cloture.22,TIL,ref.23,ouverture.23,cloture.23,ref.24,ouverture.24,cloture.24,Delice,ouverture.25,cloture.25,ref.26,ouverture.26,cloture.26,ref.27,ouverture.27,cloture.27,ref.28,ouverture.28,cloture.28,ref.29,ouverture.29,cloture.29,ref.30,ouverture.30,cloture.30,ref.31,ouverture.31,cloture.31,ref.32,ouverture.32,cloture.32,ref.33,ouverture.33,cloture.33,ref.34,ouverture.34,cloture.34,ref.35,ouverture.35,cloture.35,ref.36,ouverture.36,cloture.36,ref.37,ouverture.37,cloture.37,ref.38,ouverture.38,cloture.38,ref.39,ouverture.39,cloture.39,ref.40,ouverture.40,cloture.40,ref.41,ouverture.41,cloture.41,ref.42,ouverture.42,cloture.42,Price,Open,High,Low,Vol.,Change %
864,2020-05-14,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11470,11750,11640,1190,1220,1220,5450,5440,5610,3930,3900,3900,9960,10200,9920,3510,3610,3610,14750,14700,14750,7590,7600,7600,9700,9420,9590,5800,5800,5880,10090,10390,10390,7450,7230,7500,5730,5600,5600,4400,4400,4400,1390,1350,1420,3540,3580,3450,2810,2820,2890,2340,2340,2340,6100,6230,6230,1930,1850,1930,430,420,440,11550,11740,11490,720,700,740,,8710,8710,8700,3290,3260,3250,4600,4470,4470,141400,141000,137160,12650,12280,12900,1570,1570,1570,15500,15500,15500,40000,40000,40000,16500,16500,16500,3800,3700,3700,26190,26750,26700,9150,9160,9160,3990,4100,4050,7000,7000,7100,19020,19200,19590,12200,12200,12200,107900,107900,108000,30000,30300,30050,540,540,540,19300,19400,19800,6433.91,6377.98,6446.43,6372.36,885310,1.04
865,2020-05-15,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11640,11690,11740,1190,1220,1220,5610,5700,5650,3900,3810,3810,9920,10010,10000,3610,3690,3710,15190,14700,14750,7600,7600,7600,9590,9590,9750,5880,6000,6050,10390,10080,10500,7500,7550,7700,5600,5760,5690,4400,4500,4400,1420,1380,1420,3450,3550,3550,2890,2820,2960,2270,2210,2320,6230,6240,6240,1930,1850,1930,440,430,440,11490,11740,11500,740,740,730,,8700,8710,8700,3250,3170,3220,4470,4340,4350,141400,141000,137160,12900,12900,12900,1570,1570,1570,15500,15960,15900,40000,40000,40000,16500,16900,16800,3700,3700,3700,26700,27080,27080,9160,9250,9150,4050,4140,4000,7100,7250,7250,19020,19200,19590,12200,12200,12200,108000,109500,108000,30050,30050,30800,540,540,540,19800,19750,19800,6482.58,6432.41,6493.59,6432.41,885310,0.76
868,2020-05-18,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11740,11750,11700,1190,1220,1220,5650,5650,5740,3810,3780,3700,10000,10050,9900,3710,3750,3790,15640,16100,16100,7600,7600,7600,9750,9500,9850,6050,6110,6230,10500,10810,10650,7700,7700,7700,5690,5630,5590,4400,4500,4490,1420,1400,1380,3550,3590,3570,2960,2990,2910,2320,2380,2380,6240,6240,6240,1930,1850,1930,440,430,430,11500,11740,11490,730,730,740,,8700,8710,8700,3220,3220,3240,4350,4240,4350,141400,141000,137160,12900,12600,12600,1570,1570,1570,15900,15960,15900,40000,40000,40000,16800,16800,16500,3700,3700,3760,27080,27050,27040,9150,9250,9150,4000,3880,3990,7250,7380,7100,19020,19200,19590,12200,12200,12200,108000,109500,110000,30800,29900,30150,540,540,530,19800,19800,19350,6434.83,6487.12,6511.81,6425.43,885310,-0.74
869,2020-05-19,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11700,11700,11650,1190,1220,1220,5740,5790,5800,3700,3800,3720,9900,9900,10000,3790,3900,3680,16100,16500,16580,7600,7600,7600,9850,9800,9580,6230,6410,6410,10650,10640,10800,7700,7470,7600,5520,5630,5590,4490,4590,4370,1380,1390,1390,3570,3590,3590,2910,2970,2840,2380,2420,2430,6240,6240,6240,1930,1850,1930,430,420,420,11490,11500,11500,740,750,750,,8700,8700,8700,3240,3250,3260,4350,4220,4220,141400,141000,137160,12600,12600,12600,1570,1570,1570,15900,15960,15900,40000,40000,40000,16500,16980,16800,3760,3770,3740,27040,27100,27100,9150,9000,9100,3990,4000,3990,7100,7250,7050,19020,19200,19590,12200,12200,12200,110000,110000,109990,30150,30850,30180,530,540,520,19350,19250,19260,6428.95,6437.35,6488.24,6427.95,885310,-0.09
870,2020-05-20,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11650,11650,11610,1190,1220,1220,5800,5900,5900,3720,3720,3800,10000,10080,9920,3680,3780,3730,16580,17070,16800,7600,7600,7600,9580,9300,9690,6410,6410,6410,10800,11120,11000,7600,7550,7600,5520,5450,5450,4370,4480,4470,1390,1370,1400,3590,3690,3690,2830,2770,2770,2430,2420,2430,6240,6240,6240,1930,1850,1930,420,410,410,11500,11500,11500,750,730,770,,8700,8700,8700,3260,3260,3200,4220,4110,4160,141400,141000,137160,12600,12600,12600,1570,1600,1560,15900,16350,16350,40000,40000,40000,16800,16600,16790,3740,3740,3740,27100,27000,26500,9100,9080,9050,3990,3970,3990,7050,7050,7250,19020,19200,19590,12200,12200,12200,109990,109900,110000,30180,30380,30220,520,520,520,19260,19360,19300,6455.73,6443.76,6477.79,6430.35,885310,0.42
871,2020-05-21,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11610,11650,11500,1190,1220,1220,5900,6000,6070,3800,3740,3800,9920,10000,10000,3730,3770,3750,16800,16800,17300,7600,7380,7580,9690,9400,9700,6600,6790,6790,11000,10670,11290,7600,7550,7600,5450,5450,5450,4470,4600,4440,1400,1360,1380,3690,3780,3700,2770,2840,2770,2430,2430,2430,6240,6240,6240,1930,1850,1930,410,410,410,11500,11160,11500,770,780,760,,8700,8700,8700,3200,3210,3210,4160,4260,4250,141400,141000,137160,12600,12600,12500,1560,1520,1590,16350,16000,16000,40000,40000,40000,16790,16790,16600,3740,3690,3690,26500,26970,26970,9050,9050,9050,3990,4050,3990,7250,7250,7100,19020,19200,19590,12200,12200,12200,110000,109990,108100,30220,30250,30210,520,520,530,19300,19700,19740,6445.03,6489.52,6490.06,6442.95,885310,-0.17
872,2020-05-22,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11500,11500,11220,1190,1220,1220,6070,6240,6150,3800,3690,3810,10000,10000,10170,3750,3820,3820,17300,17750,17580,7580,7500,7490,9700,9700,9600,6790,6990,6910,11290,10960,11290,7600,7600,7700,5450,5450,5450,4440,4420,4440,1380,1390,1390,3700,3800,3780,2770,2760,2690,2430,2430,2430,6240,6240,6240,1930,1850,1930,410,410,410,11500,11700,11490,760,740,780,,8700,8960,8960,3210,3180,3170,4250,4130,4370,141400,141000,137160,12500,12850,12500,1590,1520,1590,16000,16000,16000,40000,40000,40000,16600,17090,17090,3690,3600,3600,26970,26950,27100,9050,9200,9200,3990,4050,3890,7100,7100,7240,19020,19200,19590,12200,12200,12200,108100,108000,107000,30210,31110,30880,530,530,540,19740,19800,19830,6473.12,6467.56,6487.08,6449.85,547980,0.44
876,2020-05-26,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11220,11220,11550,1190,1220,1220,6150,6250,6130,3810,3900,3900,10170,10300,10200,3820,3710,3800,17580,17890,18090,7490,7270,7490,9600,9600,9740,6910,6900,6800,11290,11290,11620,7700,7700,7800,5450,5330,5610,4440,4390,4390,1390,1420,1400,3780,3780,3700,2690,2670,2770,2430,2430,2430,6240,6240,6240,1930,1850,1930,410,400,410,11490,11490,11400,780,800,800,,8960,9150,9220,3170,3240,3230,4370,4370,4240,141400,141000,137160,12500,12800,12490,1590,1520,1590,16000,16000,16000,40000,40000,40000,17090,17000,16800,3600,3670,3600,27100,26950,27100,9200,9000,9190,3890,4000,3900,7240,7240,7240,19020,19200,19590,12200,12200,12200,107000,107000,107000,30880,30880,30880,540,550,550,19830,19840,19800,6475.09,6483.26,6501.69,6467.88,547980,0.03
877,2020-05-27,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11550,11800,11890,1190,1220,1220,6130,6150,6050,3900,3860,3860,10200,10340,10300,3800,3820,3790,18090,18370,18200,7490,7590,7270,9740,9840,9720,6800,6740,7000,11620,11850,11730,7800,7600,7600,5610,5730,5730,4390,4330,4330,1400,1400,1440,3700,3710,3780,2770,2850,2850,2430,2430,2430,6240,6240,6240,1930,1850,1930,410,420,410,11400,11650,11500,800,800,800,,9220,9490,9490,3230,3230,3200,4240,4130,4120,141400,141000,137160,12490,12400,12120,1590,1590,1590,16000,16000,16000,40000,40000,40000,16800,16700,16800,3600,3550,3600,26290,26990,26970,9190,9180,9170,3900,3800,3890,7240,7220,7240,19020,19200,19590,12200,12200,12200,107000,107000,107000,30880,30400,30790,550,560,560,19800,19940,19550,6467.61,6496.81,6497.56,6445.22,473540,-0.12
878,2020-05-28,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,11890,11890,12000,1190,1220,1220,5950,6090,5950,3860,3860,3800,10300,10300,10450,3790,3680,3680,18200,18390,18740,7270,7440,7060,9720,9700,9700,7000,7200,7210,11730,11700,11700,7600,7800,7800,5730,5860,5860,4330,4360,4300,1440,1410,1440,3780,3820,3700,2850,2900,2860,2430,2420,2430,6240,6240,6240,1930,1850,1930,410,410,410,11500,11400,11500,800,810,820,,9490,9490,9770,3200,3200,3180,4120,4010,4100,141400,141000,137160,12120,12350,12120,1590,1550,1590,16000,16000,16000,40000,40000,40000,16800,17200,16990,3600,3590,3590,26970,26970,26970,9170,9000,9000,3890,3800,3900,7240,7240,7240,19020,19200,19590,12200,12200,12200,107000,107000,106600,30790,30790,30100,560,560,570,19550,19600,19320,6440.76,6470.11,6484.79,6437.73,757170,-0.42
879,2020-05-29,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8,12000,12010,12350,1190,1220,1220,5950,6100,6120,3800,3800,3800,10450,10500,10760,3680,3570,3570,18740,19300,19300,7060,7060,7270,9700,9700,9690,7210,7200,7210,11700,11350,11350,7800,7750,7750,5860,5980,5980,4300,4300,4400,1440,1480,1480,3700,3790,3700,2860,2860,2850,2430,2420,2430,6240,6240,6240,1930,1850,1930,410,410,420,11500,11500,11500,820,820,820,,9770,9770,10060,3180,3210,3150,4100,4100,4150,141400,141000,137160,12120,12120,12120,1590,1580,1580,16000,16000,16000,40000,40000,40000,16990,16990,17150,3590,3490,3490,26170,26170,26900,9000,9000,9270,3900,3900,3970,7240,7240,7240,19020,19200,19590,12200,12200,12200,106600,106600,105700,30100,30100,30490,570,560,570,19320,19320,19500,6488.61,6445.37,6502.33,6434.85,654900,0.74
882,2020-06-01,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8,12000,12010,12350,1190,1220,1220,5950,6100,6120,3800,3800,3800,10450,10500,10760,3680,3570,3570,18740,19300,19300,7060,7060,7270,9700,9700,9690,7210,7200,7210,11700,11350,11350,7800,7750,7750,5860,5980,5980,4300,4300,4400,1440,1480,1480,3700,3790,3700,2860,2860,2850,2430,2420,2430,6240,6240,6240,1930,1850,1930,410,410,420,11500,11500,11500,820,820,820,,9770,9770,10060,3180,3210,3150,4100,4100,4150,141400,141000,137160,12120,12120,12120,1590,1580,1580,16000,16000,16000,40000,40000,40000,16990,16990,17150,3590,3490,3490,26170,26170,26900,9000,9000,9270,3900,3900,3970,7240,7240,7240,19020,19200,19590,12200,12200,12200,106600,106600,105700,30100,30100,30490,570,560,570,19320,19320,19500,6519.15,6525.38,6525.38,6471.53,569400,0.47
883,2020-06-02,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8,12500,12600,12400,1190,1220,1220,6250,6300,6200,3690,3580,3800,10700,10710,10640,3470,3370,3500,19600,19750,20180,7300,7100,7140,9980,9990,10270,7640,7860,7770,11350,11350,11350,7800,7750,7750,5980,5980,5980,4500,4500,4600,1490,1480,1450,3810,3800,3850,2840,2830,2860,2440,2500,2440,6350,6350,6350,1930,1850,1930,420,430,430,11700,11780,11890,820,800,820,,10360,10640,10670,3190,3110,3200,4170,4120,4120,141400,141000,137160,12120,12240,12250,1580,1580,1580,16000,16000,16000,40000,40000,40000,17010,17010,17520,3580,3580,3550,27000,27000,26500,9540,9800,9820,3940,3900,4000,7240,7240,7240,19020,19200,19590,12200,12200,12200,105000,105100,107000,30300,30400,30300,590,600,600,19600,19700,19700,6570.26,6541.34,6576.76,6523.5,1190000,0.78
884,2020-06-03,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8,12500,12600,12400,1190,1220,1220,6250,6300,6200,3690,3580,3800,10700,10710,10640,3470,3370,3500,19600,19750,20180,7300,7100,7140,9980,9990,10270,7640,7860,7770,11350,11350,11350,7800,7750,7750,5980,5980,5980,4500,4500,4600,1490,1480,1450,3810,3800,3850,2840,2830,2860,2440,2500,2440,6350,6350,6350,1930,1850,1930,420,430,430,11700,11780,11890,820,800,820,,10360,10640,10670,3190,3110,3200,4170,4120,4120,141400,141000,137160,12120,12240,12250,1580,1580,1580,16000,16000,16000,40000,40000,40000,17010,17010,17520,3580,3580,3550,27000,27000,26500,9540,9800,9820,3940,3900,4000,7240,7240,7240,19020,19200,19590,12200,12200,12200,105000,105100,107000,30300,30400,30300,590,600,600,19600,19700,19700,6574.87,6589.47,6595.7,6554.16,777250,0.07
885,2020-06-04,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8,12350,12350,12300,1190,1220,1220,6100,6200,6090,3910,4000,4000,10640,10690,10750,3580,3580,3580,20000,20000,19400,7340,7300,7300,10560,10860,10560,7750,7600,7570,11680,11990,11800,7800,7750,7750,5980,5920,5920,4530,4530,4500,1430,1400,1400,3740,3840,3840,2820,2740,2790,2500,2440,2480,6350,6350,6350,1930,1850,1930,440,450,450,11980,11970,11890,800,820,800,,10800,11000,11120,3180,3130,3160,4140,4230,4260,141400,141000,137160,12400,12740,12750,1580,1540,1540,16000,16000,16000,38800,40000,40000,17950,17980,17610,3540,3500,3540,26500,26970,25750,9770,9780,9700,3990,3880,3880,7240,7290,7350,19020,19200,19590,12200,12200,12200,104600,104500,106000,30000,29800,30000,610,620,620,19780,20370,20370,6625.07,6589.88,6625.25,6575.66,605000,0.76
886,2020-06-05,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8,12300,12500,12400,1190,1220,1220,6090,6050,5940,4020,4050,4140,10750,10790,10900,3580,3650,3580,19400,20000,19400,7300,7290,7290,10560,10540,10360,7570,7570,7350,11800,11450,11650,7800,7750,7750,5920,5940,5940,4500,4400,4590,1400,1440,1400,3840,3860,3840,2790,2740,2790,2480,2440,2480,6350,6350,6350,1930,1850,1930,450,460,450,11890,11890,11880,800,820,820,,11120,11440,11440,3090,3140,3120,4260,4380,4380,141400,141000,137160,12750,12740,12740,1540,1540,1540,16000,16000,15530,38800,40000,40000,17610,17100,17850,3540,3500,3500,25750,25700,25710,9700,9690,9650,3880,3900,3890,7350,7250,7300,19020,19200,19590,12200,12200,12200,106000,106000,105600,30000,30000,30100,620,610,610,20370,20980,20980,6649.72,6626.51,6652.35,6617.44,870120,0.37
889,2020-06-08,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8,12400,12400,12400,1190,1220,1220,5940,5900,5800,4140,4020,3900,10900,10900,10900,3580,3480,3480,18820,18020,19140,7290,7080,7260,10360,10540,10360,7350,7400,7000,11650,11640,11640,7800,7750,7750,5940,5940,5940,4590,4600,4600,1400,1440,1400,3840,3800,3800,2790,2800,2780,2410,2470,2470,6350,6500,6500,1930,1850,1930,450,440,460,11880,11700,11890,820,820,820,,11440,11440,11440,3120,3140,3160,4380,4380,4430,141400,141000,137160,12740,12730,12700,1540,1510,1500,15530,15500,15500,38800,40000,40000,17850,17700,17800,3500,3400,3500,25710,25710,25710,9650,9650,9650,3890,3890,3900,7300,7110,7300,19020,19200,19590,12200,12200,12200,105600,106490,105000,30100,29800,30000,610,610,600,20980,21600,21000,6640.47,6653.86,6675.77,6604.08,783820,-0.14
890,2020-06-09,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8,12400,12300,12200,1190,1220,1220,5800,5540,5690,3900,3800,3980,10900,10990,10800,3480,3480,3570,19140,19190,19100,7260,7260,7100,10360,10480,10190,6960,6760,6800,11640,11600,11600,7800,7750,7750,5940,5940,5940,4600,4510,4500,1400,1400,1390,3800,3910,3800,2780,2820,2800,2470,2470,2470,6500,6500,6500,1930,1850,1930,460,470,460,11890,11880,11800,840,860,880,,11440,11200,11770,3160,3190,3160,4430,4500,4490,141400,141000,137160,12700,12700,12700,1500,1500,1490,15500,15500,15500,38800,40000,40000,17800,17520,17500,3500,3510,3400,25710,25710,25710,9650,9690,9500,3900,3880,3800,7300,7300,7290,19020,19200,19590,12200,12200,12200,105000,105100,105100,30000,30000,30000,600,610,600,21000,21000,21400,6627.36,6634.14,6660.1,6615.54,680390,-0.2
891,2020-06-10,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8,12200,12200,12000,1190,1220,1220,5690,5680,5840,3980,3870,3950,10800,10800,10550,3570,3570,3530,19100,19100,19900,7100,7130,7120,10190,10170,10150,6800,6790,6590,11600,11600,11600,7800,7750,7750,5940,5940,5940,4500,4510,4500,1390,1420,1390,3800,3900,3750,2800,2790,2790,2470,2470,2470,6500,6500,6500,1930,1850,1930,460,470,450,11800,11890,11880,880,890,910,,11770,11200,11770,3160,3150,3110,4490,4450,4460,141400,141000,137160,12700,12650,12640,1490,1470,1470,15500,15090,15090,38800,40000,40000,17500,17400,17500,3400,3410,3460,25710,25700,25700,9500,9690,9500,3800,3900,3880,7290,7130,7130,19020,19200,19590,12200,12200,12200,105100,105500,105520,30000,30010,30010,600,610,610,21400,21410,22000,6636.56,6633.92,6659.92,6620.32,495360,0.14
