,IPI,MTT,Import,Export,BalCom,Pib1,Pib2
2019-12-18,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-19,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-20,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-21,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-22,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-23,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-24,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-25,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-26,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-27,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-28,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-29,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-30,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2019-12-31,92.3,7.81,3475.4,5084.8,-1199.8,1755.2,18488.1
2020-01-01,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-02,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-03,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-04,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-05,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-06,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-07,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-08,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-09,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-10,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-11,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-12,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-13,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-14,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-15,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-16,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-17,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-18,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-19,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-20,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-21,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-22,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-23,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-24,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-25,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-26,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-27,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-28,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-29,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-30,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-01-31,96.1,7.81,3655.6,4626.1,-1198.8,1657.2,17996.1
2020-02-01,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-02,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-03,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-04,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-05,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-06,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-07,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-08,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-09,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-10,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-11,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-12,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-13,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-14,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-15,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-16,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-17,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-18,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-19,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-20,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-21,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-22,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-23,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-24,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-25,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-26,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-27,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-28,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-02-29,93.9,7.84,3951.2,5299.7,-1197.8,1657.2,17996.1
2020-03-01,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-02,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-03,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-04,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-05,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-06,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-07,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-08,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-09,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-10,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-11,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-12,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-13,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-14,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-15,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-16,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-17,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-18,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-19,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-20,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-21,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-22,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-23,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-24,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-25,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-26,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-27,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-28,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-29,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-30,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-03-31,78.3,7.35,2908.2,4094.8,-1196.8,1657.2,17996.1
2020-04-01,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-02,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-03,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-04,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-05,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-06,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-07,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-08,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-09,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-10,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-11,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-12,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-13,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-14,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-15,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-16,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-17,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-18,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-19,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-20,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-21,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-22,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-23,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-24,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-25,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-26,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-27,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-28,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-29,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-04-30,52.6,6.8,2006.3,3345.2,-1195.8,1603.9,14592.8
2020-05-01,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-02,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-03,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-04,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-05,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-06,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-07,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-08,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-09,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-10,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-11,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-12,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-13,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-14,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-15,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-16,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-17,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-18,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-19,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-20,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-21,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-22,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-23,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-24,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-25,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-26,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-27,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-28,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-29,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-30,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-05-31,71.7,6.8,2400.1,3655.5,-1194.8,1603.9,14592.8
2020-06-01,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-02,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-03,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-04,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-05,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-06,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-07,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-08,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-09,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-10,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-11,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-12,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-13,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-14,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-15,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-16,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-17,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-18,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-19,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-20,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-21,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-22,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-23,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-24,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-25,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-26,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-27,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-28,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-29,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-06-30,92.8,6.8,3271.4,3774.3,-1193.8,1603.9,14592.8
2020-07-01,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-02,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-03,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-04,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-05,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-06,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-07,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-08,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-09,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-10,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-11,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-12,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-13,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-14,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-15,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-16,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-17,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-18,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-19,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-20,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-21,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-22,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-23,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-24,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-25,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-26,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-27,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-28,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-29,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-30,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-07-31,93.3,6.82,3303.5,4267.8,-1192.8,1611.6,17369.8
2020-08-01,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-02,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-03,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-04,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-05,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-06,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-07,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-08,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-09,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-10,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-11,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-12,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-13,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-14,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-15,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-16,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-17,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-18,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-19,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-20,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-21,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-22,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-23,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-24,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-25,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-26,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-27,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-28,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-29,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-30,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-08-31,86.8,6.79,2536.1,4182.6,-1191.8,1611.6,17369.8
2020-09-01,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-02,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-03,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-04,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-05,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-06,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-07,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-08,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-09,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-10,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-11,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-12,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-13,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-14,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-15,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-16,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-17,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-18,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-19,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-20,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-21,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-22,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-23,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-24,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-25,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-26,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-27,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-28,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-29,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-09-30,89.1,6.76,3504.6,4427.4,-1190.8,1611.6,17369.8
2020-10-01,,6.3,3792.4,4435.9,-1189.8,,
2020-10-02,,6.3,3792.4,4435.9,-1189.8,,
2020-10-03,,6.3,3792.4,4435.9,-1189.8,,
2020-10-04,,6.3,3792.4,4435.9,-1189.8,,
2020-10-05,,6.3,3792.4,4435.9,-1189.8,,
2020-10-06,,6.3,3792.4,4435.9,-1189.8,,
2020-10-07,,6.3,3792.4,4435.9,-1189.8,,
2020-10-08,,6.3,3792.4,4435.9,-1189.8,,
2020-10-09,,6.3,3792.4,4435.9,-1189.8,,
2020-10-10,,6.3,3792.4,4435.9,-1189.8,,
2020-10-11,,6.3,3792.4,4435.9,-1189.8,,
2020-10-12,,6.3,3792.4,4435.9,-1189.8,,
2020-10-13,,6.3,3792.4,4435.9,-1189.8,,
2020-10-14,,6.3,3792.4,4435.9,-1189.8,,
2020-10-15,,6.3,3792.4,4435.9,-1189.8,,
2020-10-16,,6.3,3792.4,4435.9,-1189.8,,
2020-10-17,,6.3,3792.4,4435.9,-1189.8,,
2020-10-18,,6.3,3792.4,4435.9,-1189.8,,
2020-10-19,,6.3,3792.4,4435.9,-1189.8,,
2020-10-20,,6.3,3792.4,4435.9,-1189.8,,
2020-10-21,,6.3,3792.4,4435.9,-1189.8,,
2020-10-22,,6.3,3792.4,4435.9,-1189.8,,
2020-10-23,,6.3,3792.4,4435.9,-1189.8,,
2020-10-24,,6.3,3792.4,4435.9,-1189.8,,
2020-10-25,,6.3,3792.4,4435.9,-1189.8,,
2020-10-26,,6.3,3792.4,4435.9,-1189.8,,
2020-10-27,,6.3,3792.4,4435.9,-1189.8,,
2020-10-28,,6.3,3792.4,4435.9,-1189.8,,
2020-10-29,,6.3,3792.4,4435.9,-1189.8,,
2020-10-30,,6.3,3792.4,4435.9,-1189.8,,
2020-10-31,,6.3,3792.4,4435.9,-1189.8,,
2020-11-01,,6.13,3621,4507.6,-1188.8,,
2020-11-02,,6.13,3621,4507.6,-1188.8,,
2020-11-03,,6.13,3621,4507.6,-1188.8,,
2020-11-04,,6.13,3621,4507.6,-1188.8,,
2020-11-05,,6.13,3621,4507.6,-1188.8,,
2020-11-06,,6.13,3621,4507.6,-1188.8,,
2020-11-07,,6.13,3621,4507.6,-1188.8,,
2020-11-08,,6.13,3621,4507.6,-1188.8,,
2020-11-09,,6.13,3621,4507.6,-1188.8,,
2020-11-10,,6.13,3621,4507.6,-1188.8,,
2020-11-11,,6.13,3621,4507.6,-1188.8,,
2020-11-12,,6.13,3621,4507.6,-1188.8,,
2020-11-13,,6.13,3621,4507.6,-1188.8,,
2020-11-14,,6.13,3621,4507.6,-1188.8,,
2020-11-15,,6.13,3621,4507.6,-1188.8,,
2020-11-16,,6.13,3621,4507.6,-1188.8,,
2020-11-17,,6.13,3621,4507.6,-1188.8,,
2020-11-18,,6.13,3621,4507.6,-1188.8,,
2020-11-19,,6.13,3621,4507.6,-1188.8,,
2020-11-20,,6.13,3621,4507.6,-1188.8,,
2020-11-21,,6.13,3621,4507.6,-1188.8,,
2020-11-22,,6.13,3621,4507.6,-1188.8,,
2020-11-23,,6.13,3621,4507.6,-1188.8,,
2020-11-24,,6.13,3621,4507.6,-1188.8,,
2020-11-25,,6.13,3621,4507.6,-1188.8,,
2020-11-26,,6.13,3621,4507.6,-1188.8,,
2020-11-27,,6.13,3621,4507.6,-1188.8,,
2020-11-28,,6.13,3621,4507.6,-1188.8,,
2020-11-29,,6.13,3621,4507.6,-1188.8,,
2020-11-30,,6.13,3621,4507.6,-1188.8,,
2020-12-01,,,,,-1187.8,,
2020-12-02,,,,,-1187.8,,
2020-12-03,,,,,-1187.8,,
2020-12-04,,,,,-1187.8,,
2020-12-05,,,,,-1187.8,,
2020-12-06,,,,,-1187.8,,
2020-12-07,,,,,-1187.8,,
2020-12-08,,,,,-1187.8,,
2020-12-09,,,,,-1187.8,,
2020-12-10,,,,,-1187.8,,
2020-12-11,,,,,-1187.8,,
2020-12-12,,,,,-1187.8,,
2020-12-13,,,,,-1187.8,,
2020-12-14,,,,,-1187.8,,
2020-12-15,,,,,-1187.8,,
2020-12-16,,,,,-1187.8,,
2020-12-17,,,,,-1187.8,,
2020-12-18,,,,,-1187.8,,
2020-12-19,,,,,-1187.8,,
2020-12-20,,,,,-1187.8,,
