,IPI,MTT,Import,Export,BalCom,Pib1,Pib2
2020-12-21,,,,,-1187.8,,
2020-12-22,,,,,-1187.8,,
2020-12-23,,,,,-1187.8,,
2020-12-24,,,,,-1187.8,,
2020-12-25,,,,,-1187.8,,
2020-12-26,,,,,-1187.8,,
2020-12-27,,,,,-1187.8,,
2020-12-28,,,,,-1187.8,,
2020-12-29,,,,,-1187.8,,
2020-12-30,,,,,-1187.8,,
2020-12-31,,,,,-1187.8,,
